357991; 357990; [357991, 357990]; 0.0013666666666666666
503705; 497991; [503705, 504482, 504483, 497996, 497995, 497994, 497993, 497992, 497991]; 0.0105
912681; 912686; [912681, 912682, 912683, 912684, 912685, 912686]; 0.003477777777777777
784024; 784024; [784024]; 0.0
907542; 907539; [907542, 907541, 907540, 907539]; 0.00022500000000000002
90207; 90198; [90207, 90208, 90209, 90198]; 0.002533333333333333
492252; 496570; [492252, 492251, 492250, 491575, 496572, 496571, 496570]; 0.012
647864; 647865; [647864, 647865]; 0.0004
165936; 131235; [165936, 165935, 131234, 131235]; 0.005366666666666666
714318; 904765; [714318, 904756, 904757, 904758, 904759, 904760, 904761, 904762, 904763, 904764, 904765]; 0.0037
80040; 79859; [80040, 50012, 50013, 50014, 50015, 50016, 79826, 79827, 79828, 79934, 79859]; 0.005015277777777777
531275; 931553; [531275, 931550, 466199, 931551, 931552, 931553]; 0.0003125
528406; 55287; [528406, 527803, 23224, 23225, 23226, 55284, 55285, 55286, 55287]; 0.010166666666666668
424669; 424669; [424669]; 0.0
203506; 203508; [203506, 203507, 203508]; 0.0007
775683; 775684; [775683, 775684]; 0.0006666666666666666
396108; 396105; [396108, 396107, 396106, 396105]; 0.00011250000000000001
523572; 523567; [523572, 523571, 523570, 523569, 523568, 523567]; 0.00045
178957; 352383; [178957, 330422, 345764, 345765, 345766, 345767, 345768, 345769, 345770, 345771, 345772, 345773, 329694, 761924, 761925, 176021, 352384, 352383]; 0.0051875
116668; 116671; [116668, 116669, 116670, 116671]; 0.00036666666666666667
580916; 857526; [580916, 580915, 580914, 580913, 580912, 580911, 580910, 580909, 857526]; 0.019458333333333334
129453; 129452; [129453, 129452]; 0.0005666666666666667
343125; 343126; [343125, 343126]; 0.0006666666666666666
128295; 128296; [128295, 128296]; 0.0003333333333333333
130554; 125762; [130554, 125753, 125754, 125755, 125756, 125757, 125758, 125759, 125760, 125761, 125762]; 0.004933333333333333
223487; 223487; [223487]; 0.0
224813; 224812; [224813, 224812]; 0.00023333333333333333
65693; 530549; [65693, 65743, 65744, 65745, 530546, 715860, 715861, 715862, 715863, 525089, 715859, 530549]; 0.0047374999999999995
93428; 21439; [93428, 93427, 93426, 93409, 21439]; 0.002033333333333333
11215; 11332; [11215, 11197, 11329, 11330, 11331, 11332]; 0.0055
374760; 374760; [374760]; 0.0
525789; 525789; [525789]; 0.0
751408; 751407; [751408, 751407]; 0.0006875
654414; 654414; [654414]; 0.0
583601; 583619; [583601, 583602, 583603, 583604, 583605, 583606, 583607, 583608, 583609, 583610, 583611, 583612, 583613, 583614, 583615, 583616, 583617, 583618, 583619]; 0.010287499999999996
528818; 528815; [528818, 528817, 528816, 528815]; 0.009022222222222223
171129; 171131; [171129, 171130, 171131]; 0.0008
167679; 167681; [167679, 167680, 167681]; 0.00046666666666666666
656370; 656382; [656370, 656371, 656372, 656373, 656374, 656375, 656376, 656377, 656378, 656379, 656380, 656381, 656382]; 0.0007375
326110; 356523; [326110, 326109, 326108, 326107, 326106, 356525, 356524, 356523]; 0.002841666666666667
94392; 866207; [94392, 94393, 94394, 94395, 94396, 94397, 94398, 94399, 94412, 94413, 94414, 866206, 866207]; 0.0022125
110759; 110751; [110759, 110758, 110757, 110756, 110755, 110754, 110753, 110752, 110751]; 0.0016222222222222224
133855; 133854; [133855, 133854]; 3.3333333333333335e-05
599421; 599445; [599421, 599422, 599423, 599424, 599445]; 0.004166666666666667
530918; 530568; [530918, 530919, 530920, 530921, 530922, 531474, 531475, 531476, 531477, 531478, 531479, 531480, 531481, 530561, 530562, 530563, 530564, 530565, 530566, 530567, 530568]; 0.005986944444444444
183744; 183741; [183744, 183743, 183742, 183741]; 0.0007666666666666667
800145; 800147; [800145, 800146, 800147]; 0.0007333333333333333
683390; 683388; [683390, 683389, 683388]; 0.001675
791388; 791390; [791388, 791365, 791389, 791390]; 0.0020666666666666667
438297; 438291; [438297, 438296, 438295, 438294, 438293, 438292, 438291]; 0.0013666666666666666
108836; 108837; [108836, 108837]; 0.0004333333333333333
655677; 655665; [655677, 655676, 655647, 655646, 655665]; 0.0095
443902; 443898; [443902, 443901, 443900, 443899, 443898]; 0.0015333333333333334
339589; 196839; [339589, 339588, 196839]; 0.0018
600910; 600903; [600910, 600909, 600908, 600907, 600906, 600905, 600867, 600904, 600903]; 0.014833333333333334
305922; 305922; [305922]; 0.0
304533; 258656; [304533, 258657, 258656]; 0.00017916666666666667
686163; 686177; [686163, 686164, 686165, 686166, 686167, 686168, 686169, 686170, 686171, 686172, 686173, 686174, 686175, 686176, 686177]; 0.009599999999999997
213860; 213864; [213860, 213861, 213862, 213863, 213864]; 0.0003333333333333334
174454; 174454; [174454]; 0.0
249187; 249188; [249187, 249188]; 0.00016666666666666666
589052; 589018; [589052, 589053, 589054, 589018]; 0.003933333333333333
746956; 746911; [746956, 746955, 746954, 746911]; 0.0010666666666666667
826236; 826235; [826236, 826235]; 0.0006666666666666666
315744; 315748; [315744, 315745, 315746, 315747, 315748]; 0.0023666666666666667
355049; 355048; [355049, 355048]; 0.0002666666666666667
500525; 501281; [500525, 504596, 776617, 500472, 776616, 501281]; 0.007299999999999999
301080; 281414; [301080, 301081, 301082, 281419, 281418, 281417, 281416, 281415, 281414]; 0.005975000000000001
236415; 236410; [236415, 236414, 236413, 236412, 236411, 236410]; 0.0083
639105; 78187; [639105, 76795, 76796, 76797, 76798, 76799, 76800, 76801, 76802, 76803, 76804, 76805, 76806, 76807, 76808, 76809, 78187]; 0.015337500000000002
782594; 782593; [782594, 782593]; 0.0013
890316; 890240; [890316, 890317, 890318, 890319, 890320, 890321, 890322, 477477, 890232, 890233, 890234, 890235, 890236, 890237, 890238, 890239, 890240]; 0.0035
410373; 878182; [410373, 410372, 878184, 878183, 878182]; 0.0031625
106034; 106035; [106034, 106035]; 0.00036666666666666667
213984; 213986; [213984, 213985, 213986]; 0.00023749999999999997
